Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
cemi_time_interrupt,cemiplimab,,text,Time of interruption,,,time,,,,[cemi_interrupt] = 'Yes',y,RH,,,,
cemi_restart,cemiplimab,,radio,Was infusion restarted?,"Yes, Yes | No, No",,,,,,[cemi_interrupt] = 'Yes',y,RH,,,,
cemi_interrupt_restart,cemiplimab,,text,Time infusion restarted,,,time,,,,[cemi_restart] = 'Yes',y,RH,,,,
cemi_comm,cemiplimab,,notes,Comment,,,,,,,,,LH,,,,
bx_visit,biopsy,"Biopsies Collected: 1. Baseline (any time prior to the first dose after eligibility is met), 2. Prior to dosing on either Cycle 1 Day 8 or Cycle 2 Day 1 (- 1 day) for alternating patients, and 3. Optional biopsy may be obtained at the time of disease progression or if there is a response of interest. ",radio,Visit ID,"Baseline, Baseline | C1D8, Cycle 1 Day 8 | C2D1, Cycle 2 Day 1 | Optional, Optional",,,,,,,y,,,,,
bx_done,biopsy,,radio,Biopsy done?,"Yes, Yes | No, No","If no, please add to protocol deviation log",,,,,,y,RH,,,,
nobiopsy,biopsy,,text,"If no, specify reason biopsy was not collected",,,,,,,[bx_done] = 'No',y,,,,,
bx_date,biopsy,,text,Date of Biopsy,,,date_mdy,1/26/2016,,,[bx_done] = 'Yes',y,,,,,
bx_site,biopsy,,dropdown,Biopsy Location,"Panc, Pancreas | Lung, Lung | Liver, Liver | Perit, Peritoneum / Omentum | LN, Lymph Node | Other, Other",,,,,,[bx_done] = 'Yes',y,RH,,,,
bx_site_other,biopsy,,text,"Specify location, if ""lymph node"" or ""other"" selected",,,,,,,[bx_site] = 'LN' or [bx_site] = 'Other',y,RH,,,,
bx_acc,biopsy,,text,Accession Number,,unique code assigned to each specimen for the study,,,,,[bx_done] = 'Yes',,RH,,,,
bx_comm,biopsy,,notes,Comments,,Explain any issues with biopsy,,,,,,,LV,,,,
archival_coll,archival_tissue,,radio,Archival Tissue Collected?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
archival_notcoll,archival_tissue,,text,Reason Not Collected,,,,,,,[archival_coll] = 'No',y,RH,,,,
archival_type,archival_tissue,,radio,Archival Tissue Type,"Biopsy, Biopsy | Surgical, Surgical | Other, Other",,,,,,[archival_coll] = 'Yes',y,RH,,,,
archival_type_other,archival_tissue,,text,"Specify procedure, if ""other"" selected",,,,,,,[archival_type] = 'Other',y,RH,,,,
archival_date,archival_tissue,,text,Date Tissue Collected,,"Date of biopsy, surgery, or other procedure",date_mdy,,,,[archival_coll] = 'Yes',y,,,,,
archival_site,archival_tissue,,dropdown,Archival Tissue Location,"Panc, Pancreas | Lung, Lung | Liver, Liver | Perit, Peritoneum / Omentum | LN, Lymph Node | Other, Other",,,,,,[archival_coll] = 'Yes',y,RH,,,,
archival_site_other,archival_tissue,,text,"Specify location, if ""lymph node"" or ""other"" selected",,,,,,,[archival_site] = 'LN' or [archival_site] = 'Other',y,RH,,,,
archival_path,archival_tissue,,text,Pathology Number,,"Pathology number assigned at institution where biopsy was done, e.g S16-12345",,,,y,[archival_coll] = 'Yes',,,,,,
archival_received,archival_tissue,,text,Date Tissue Received,,,date_mdy,1/26/2016,,,[archival_coll] = 'Yes',,,,,,
archival_acc,archival_tissue,,text,JHU Pathology Number,,"Pathology number assigned at JHU, e.g S16-12345 (recut # can be used if JHU path number is not assigned)",,,,,[archival_coll] = 'Yes',,,,,,
archival_comm,archival_tissue,,notes,Comments,,Explain any issues collecting archival sample (e.g. fewer slides cut b/c not enough tissue left on block),,,,,,,LV,,,,
resbld_visit,research_blood,,radio,Visit ID,"Baseline, Baseline | C1D4, Cycle 1 Day 4 | C1D8, Cycle 1 Day 8 | C1D15, Cycle 1 Day 15 | C2D1, Cycle 2 Day 1 | C2D8, Cycle 2 Day 8 | C4D1, Cycle 4 Day 1 | C4D8, Cycle 4 Day 8 | C7D1, Cycle 7 Day 1 | C7D8, Cycle 7 Day 8 | Optional, Optional",,,,,,,y,,,,,
resbld_coll,research_blood,,radio,Research bloods collected?,"Yes, Yes | No, No","If no, please add to protocol deviation log.",,,,,,y,RH,,,,
resbld_date,research_blood,,text,Date Research Blood Drawn,,,date_mdy,,,,[resbld_coll] = 'Yes',y,,,,,
wholeblood,research_blood,,radio,Baseline whole blood collected?,"Yes, Yes | No, No | NA, N/A (Not required)","Protocol section 9.2, baseline only",,,,,[resbld_coll] = 'Yes' and [resbld_visit] = 'Baseline',y,RH,,,,
pbmc,research_blood,,radio,Blood for PBMC collected?,"Yes, Yes | No, No | NA, N/A",,,,,,[resbld_coll] = 'Yes',y,RH,,,,
plasma,research_blood,,radio,Blood for plasma collected?,"Yes, Yes | No, No",,,,,,[resbld_coll] = 'Yes',y,RH,,,,
serum,research_blood,,radio,Blood for serum collected?,"Yes, Yes | No, No",,,,,,[resbld_coll] = 'Yes',y,RH,,,,
pk,research_blood,,radio,Blood for PK collected?,"Yes, Yes | No, No | NA, N/A",,,,,,[resbld_coll] = 'Yes',y,RH,,,,
resbld_comm,research_blood,,notes,Comments,,"issues, notes, etc",,,,,,,LV,,,,
s_cortisol_visit,salivary_cortisol,"Saliva cortisol: Baseline (over 2 days), Cycle 1 Day 7, and Cycle 1 Day 21 (i.e. one day prior to Cycle 2 Day 1 with a -1 day window for collection). The following five samples should be collected at each timepoint: 1. on awakening, 2. 30 minutes after the first sample, 3. 11:00am, 4. 4:00pm, and 5. just before bedtime. ",radio,Visit ID,"Baseline1, Baseline 1 | Baseline2, Baseline 2 | C1D8, Cycle 1 Day 7 | C2D1, Cycle 1 Day 21",,,,,,,y,,,,,
s_cortisol_coll,salivary_cortisol,,radio,Salivary cortisol samples collected?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
s_cortisol_time1,salivary_cortisol,,text,Saliva Cortisol Time-point 1,,,datetime_mdy,,,,[s_cortisol_coll] = 'Yes',y,RH,,,,
s_cortisol_time2,salivary_cortisol,,text,Saliva Cortisol Time-point 2,,,datetime_mdy,,,,[s_cortisol_coll] = 'Yes',y,RH,,,,
s_cortisol_time3,salivary_cortisol,,text,Saliva Cortisol Time-point 3,,,datetime_mdy,,,,[s_cortisol_coll] = 'Yes',y,RH,,,,
s_cortisol_time4,salivary_cortisol,,text,Saliva Cortisol Time-point 4,,,datetime_mdy,,,,[s_cortisol_coll] = 'Yes',y,RH,,,,
s_cortisol_time5,salivary_cortisol,,text,Saliva Cortisol Time-point 5,,,datetime_mdy,,,,[s_cortisol_coll] = 'Yes',y,RH,,,,
s_cortisol_comm,salivary_cortisol,,notes,Comments,,"issues, notes, etc",,,,,,,LV,,,,
b_cortisol_visit,serum_cortisol_acth,"Serum cortisol: Baseline, Cycle 1 Day 8, and Cycle 2 Day 1. Samples collected at a fixed time, i.e. either 0800 or 1200.",radio,Visit ID,"Baseline, Baseline | C1D8, Cycle 1 Day 8 | C2D1, Cycle 2 Day 1",,,,,,,y,,,,,
b_cortisol_coll,serum_cortisol_acth,,radio,Serum cortisol samples collected?,"Yes, Yes | No, No","If no, please add to protocol deviation log.",,,,,,y,RH,,,,
b_cortisol_lab,serum_cortisol_acth,,text,Serum Cortisol Lab Location Name,,,,,,,[b_cortisol_coll] = 'Yes',y,,,,,
b_cortisol_date,serum_cortisol_acth,,text,Date/Time Serum Cortisol Collected,,,datetime_mdy,,,,[b_cortisol_coll] = 'Yes',y,,,,,
b_cortisol,serum_cortisol_acth,,text,Serum Cortisol,,µg/dL,number,,,,[b_cortisol_coll] = 'Yes',y,,,,,
acth_coll,serum_cortisol_acth,,radio,ACTH collected?,"Yes, Yes | No, No","If no, please add to protocol deviation log.",,,,,[b_cortisol_visit] = 'Baseline',y,RH,,,,
acth_date,serum_cortisol_acth,,text,Date ACTH Collected,,,date_mdy,,,,[acth_coll] = 'Yes',y,,,,,
acth_lab,serum_cortisol_acth,,text,ACTH Lab Location Name,,,,,,,[acth_coll] = 'Yes',y,,,,,
acth,serum_cortisol_acth,,text,ACTH,,pg/mL,number,,,,[acth_coll] = 'Yes',y,,,,,
b_cortisol_comm,serum_cortisol_acth,,notes,Comments,,"issues, notes, etc",,,,,,,LV,,,,
cd34_visit,cd34,,radio,Visit ID,"C1D1, Cycle 1 Day 1 | C1D4, Cycle 1 Day 4 | C2D1, Cycle 2 Day 1 | C2D4, Cycle 2 Day 4",What visit cycle #?,,,,,,y,,,,,
cd34_coll,cd34,,radio,Was CD34 collected?,"Yes, Yes | No, No","If no, please add to protocol deviation log ",,,,,,y,RH,,,,
cd34_date,cd34,,text,Date of Labs,,,date_mdy,,,,[cd34_coll] = 'Yes',y,,,,,
cd34_lab,cd34,,text,Lab Location Name,,,,,,,[cd34_coll] = 'Yes',y,,,,,
cd34,cd34,,text,CD34,,"% (enter ""9999"" if not done)",,,,,[cd34_coll] = 'Yes',y,,,,,
cd34_comm,cd34,,notes,Comments,,,,,,,,,LV,,,,
ae_verbatim,adverse_events,,text,Adverse Event - Verbatim,,,,,,,,y,,,,,
ae_ctcae,adverse_events,,text,Adverse Event - CTCAE Term,BIOPORTAL:CTCAE,CTCAE term only (please do not select grading with CTCAE term),,,,,,y,,,,,
ae_grade,adverse_events,,radio,Grade,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 - Death",,,,,,,y,RH,,,,
ae_start,adverse_events,,text,Start Date,,,date_mdy,1/1/2016,,,,y,,,,,
ae_ongoing,adverse_events,,radio,Is AE ongoing?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
ae_stop,adverse_events,,text,Stop Date,,,date_mdy,1/1/2016,,,[ae_ongoing] = 'No',,,,,,
plerix_related,adverse_events,,radio,AE related to Plerixafor?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
cemi_related,adverse_events,,radio,AE related to Cemiplimab?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
ae_actionstudydrug,adverse_events,,radio,Action Taken Regarding Study Drug,"1, None | 2, Dose Reduced, Interrupted, or Delayed | 3, Study Drug Stopped",,,,,,,y,,,,,
ae_drug,adverse_events,,radio,Drug therapy given? ,"Yes, Yes | No, No","If drug therapy given in response to this AE, enter in conmed log",,,,,,y,RH,,,,
ae_proc,adverse_events,,radio,Procedure done? ,"Yes, Yes | No, No","If a procedure was done in response to this AE, enter in conprocedure log",,,,,,y,RH,,,,
ae_blood,adverse_events,,radio,Blood products given? ,"Yes, Yes | No, No","If blood product given in response to this AE, enter in conmed log",,,,,,y,RH,,,,
ae_fluid,adverse_events,,radio,IV fluids given? ,"Yes, Yes | No, No","If fluids given in response to this AE, enter in conmed log",,,,,,y,RH,,,,
ae_immune,adverse_events,,radio,Immune Related?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
ae_unaccept,adverse_events,,radio,Unacceptable Toxicity?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
ae_serious,adverse_events,,radio,Serious?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
sae_id,adverse_events,,text,SAE ID,,A unique identifier for an SAE.,,,,,[ae_serious] = 'Yes',,,,,,
sae_ffu,adverse_events,,radio,Final Follow-up SAE Submitted?,"Yes, Yes | No, No | NA, N/A","For example, a final follow-up SAE should be submitted once the patient is discharged",,,,,[ae_serious] = 'Yes',,RH,,,,
sae_irb,adverse_events,,radio,IRB-Reportable Unanticipated Event?,"Yes, Yes | No, No",,,,,,[ae_serious] = 'Yes',y,RH,,,,
ae_comm,adverse_events,,notes,Comment,,,,,,,,,LH,,,,
conmed,concomitant_medications,,text,Medication,,"when possible, use format ""generic name (trade name)""",,,,,,y,,,,,
baseline,concomitant_medications,,radio,Baseline medication?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
conmed_start,concomitant_medications,,text,Start Date,,"Please enter dates using the following format: YYYY/MM/DD. If unknown, please enter 9999/99/99 (or if only a partial date is known, enter using the following format: YYYY/99/99 or YYYY/MM/99).",,,,,,y,,,,,
conmed_ongoing,concomitant_medications,,radio,Is patient still taking medication?,"Yes, Yes | No, No",,,,,,,,RH,,,,
conmed_stop,concomitant_medications,,text,Stop Date,,"Please enter dates using the following format: YYYY/MM/DD. If unknown, please enter 9999/99/99 (or if only a partial date is known, enter using the following format: YYYY/99/99 or YYYY/MM/99).",,,,,[conmed_ongoing] = 'No',,,,,,
conmed_dose,concomitant_medications,,text,Dose,,include units,,,,,,,,,,,
conmed_route,concomitant_medications,,dropdown,Route,"PO, Oral | IV, Intravenous | SQ, Subcutaneous | TOP, Topical | TD, Transdermal | IM, Intramuscular | INH, Inhaled | INT, Intranasal | PR, Rectal | SL, Sublingual | O, Other",,,,,,,,RH,,,,
conmed_freq,concomitant_medications,,text,Frequency,,,,,,,,,,,,,
conmed_indication,concomitant_medications,,text,Indication,,,,,,,,,,,,,
conmed_comm,concomitant_medications,,notes,Comment,,,,,,,,,LH,,,,
conprocedure,concomitant_procedures,,text,Procedure,,,,,,,,y,,,,,
conprocedure_date,concomitant_procedures,,text,Procedure Date,,"Please enter dates using the following format: YYYY/MM/DD. If unknown, please enter 9999/99/99 (or if only a partial date is known, enter using the following format: YYYY/99/99 or YYYY/MM/99).",,,,,,y,,,,,
conprocedure_indication,concomitant_procedures,,text,Indication,,,,,,,,y,,,,,
conprocedure_comm,concomitant_procedures,,notes,Comment,,,,,,,,,LH,,,,
dev_severity,deviations,"Protocol deviations are classified as minor or major. Major protocol deviations are a subset of protocol deviations that significantly affect the completeness, accuracy, and/or integrity of the study data or that significantly affect a subject's rights, safety, or welfare. See CRO guidance document for further details.",radio,Deviation severity,"Major, Major | Minor, Minor | Planned, Planned","If Major, report to the IRB as a Protocol Event. If Minor, submit to the IRB during Continuing Review. Planned deviatins should be approved by IND Sponsor and IRB. Enter Sponsor/IRB approval date below.",,,,,,y,RH,,,,
deviation,deviations,,notes,Description of Deviation,,,,,,,,y,LH,,,,
dev_date,deviations,,text,Date of Deviation,,,date_mdy,,,,,y,,,,,
dev_visit,deviations,,text,Visit ID,,,,,,,,y,,,,,
dev_type,deviations,,dropdown,Type of Deviation,"1, Test, procedure, or visit not done | 2, Test, procedure, or visit done outside protocol window | 3, Drug administration error | 4, GCP error | 5, Eligibility Deviation | 6, Other | 7, Consent Deviation",,,,,,,y,,,,,
dev_other,deviations,,notes,"If other, describe deviation",,,,,,,[dev_type] = '6',y,LH,,,,
dev_cap,deviations,,notes,Corrective Action,,,,,,,,,LH,,,,
dev_record,deviations,,text,Date Deviation Recorded,,Date the deviation was added to the databse,date_mdy,,,,,y,,,,,
dev_comm,deviations,,notes,Comment,,,,,,,,,LH,,,,
offtreat,end_of_treatment,Note: EOT is end of treatment.,radio,Is patient off treatment?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
end_tx_treated,end_of_treatment,,radio,Did subject receive at least one dose of study drug?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
end_tx_last_dose,end_of_treatment,,text,Date of last dose,,,date_mdy,1/26/2016,,,[end_tx_treated] = 'Yes',y,,,,,
evaluable,end_of_treatment,,radio,Was patient evaluable?,"Yes, Yes | No, No",Evaluable if receive at least 1 dose of study drug AND 1 post-baseline tumor assessment OR discontinue due to toxicity or clinical progression prior to post-baseline tumor assessments per protocol section 12.1,,,,,,y,RH,,,,
end_tx_date,end_of_treatment,,text,End of Treatment Date,,,date_mdy,,,,,y,,,,,
stoppingreason,end_of_treatment,,radio,Reason for study treatment discontinuation,"Consent, Withdrew Consent | radPD, Radiographic Disease Progression | clinPD, Clinical Progression | IntercurrentIllness, Non-PD Intercurrent Illness (please comment) | PatientDecision, Patient Decision (please comment) | StudyTermination, Study Terminated by Sponsor | Completed, Completed Intended Treatment | AE, Adverse Event (please comment) | Death, Death | LTFU, Lost to Follow-Up | Noncompliance, Patient Noncompliance | Other, Other (please comment)","If patient has disease progression, please complete the Disease Progression CRF. If the patient has passed away, please complete the End of Study CRF. If patient has an adverse event, please comment on the CTCAE term and if it is an unacceptable toxicity.",,,,,,y,,,,,
stoppingreason_detail,end_of_treatment,,notes,Provide additional details regarding reason for discontinuation ,,"For example, enter the toxicity for which the patient came off treatment",,,,,[stoppingreason] = 'IntercurrentIllness' or [stoppingreason] = 'PatientDecision' or [stoppingreason] = 'AE' or [stoppingreason] = 'Other',y,,,,,
end_tx_comm,end_of_treatment,,notes,Comment,,,,,,,,,LV,,,,
progression,disease_progression,,radio,Does the patient have disease progression?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
progress_date,disease_progression,,text,Date of Disease Progression,,,date_mdy,,,,[progression] = 'Yes',y,RH,,,,
dis_prog_det,disease_progression,,radio,How was disease progression determined?,"Radio, Radiographic | Death, Death","If death, please complete EOS CRF",,,,,[progression] = 'Yes',y,RH,,,,
date_censor,disease_progression,,text,Date of Last Scan for Censoring Patients,,,date_mdy,,,,[progression] = 'No',y,RH,,,,
progress_comm,disease_progression,,notes,Comment,,,,,,,,,LH,,,,
fu_date,followup,"Reminder:
Safety Follow-up: 100 days (+ 14 day reporting window) from their last dose of study drug or within 7 days before initiation of a new antineoplastic treatment (whichever comes first). 

Clinical Follow-up: Subjects who discontinue without disease progression. Visits will occur every 12 weeks (+/- 2 weeks) until: 1) start of a new antineoplastic therapy, 2) disease progression, 3) death, 4) withdrawal of consent, or 5) study closure, whichever occurs first. 

Survival Follow-up: Subjects who discontinue treatment and have disease progression should be contacted every 12 weeks (+/- 2 weeks). 

",text,Date of Contact,,,date_mdy,,,,,y,,,,,
fu_method,followup,,radio,Method of Contact,"Visit, Visit | Phone, Phone Call | Email, Email | Telemed, Telemed | Other, Other",,,,,,,y,,,,,
fu_other,followup,,text,"If other, specify",,,,,,,[fu_method] = 'Other',y,RH,,,,
alive,followup,,radio,Was the patient alive? ,"Yes, Yes | No, No","If the answer is no, please complete the  End of Study CRF",,,,,,y,RH,,,,
scan,followup,Please complete the following question(s) if the subject has discontinued from the study without radiographic disease progression.,radio,Did patient have a scan?,"Yes, Yes | No, No | NA, N/A",N/A for patients who previously had documented disease progression,,,,,,y,RH,,,,
fu_scan_date,followup,,text,Date of Scan,,,date_mdy,,,,[scan] = 'Yes',y,RH,,,,
fu_prog,followup,,radio,Does the patient have disease progression?,"Yes, Yes | No, No","If the answer is yes, please complete the  Disease Progression CRF",,,,,[scan] = 'Yes',y,RH,,,,
fu_comm,followup,,notes,Comment,,,,,,,,,LH,,,,
fu_surgery,post_cancer_tx_surgery,,text,Surgery,,"If pt did not have surgery, write ""none""",,,,,,,,,,,
fu_surg_type,post_cancer_tx_surgery,,dropdown,Surgery Type,"P, Primary | M, Metastases | Both, Both",,,,,,,,,,,,
fu_surg_intent,post_cancer_tx_surgery,,dropdown,Intent of Procedure,"C, Curative | D, Diagnostic | P, Palliative | R, Reconstructive | Pr, Prophylaxis | U, Unknown","Intent at time of completion - e.g. if plan was for Whipple resection (curative), but palliative bypass done instead, select palliative",,,,,,,,,,,
fu_surg_date,post_cancer_tx_surgery,,text,Date of Surgery,,"Please enter dates using the following format: YYYY/MM/DD. If unknown, please enter 9999/99/99 (or if only a partial date is known, enter using the following format: YYYY/99/99 or YYYY/MM/99).",,,,,,,,,,,
fu_surg_comm,post_cancer_tx_surgery,,notes,Comments,,,,,,,,,LH,,,,
fu_rad_site,post_cancer_tx_radiation,,text,Radiation Site,,"if subject did not have radiation therapy, write ""none""",,,,,,,,,,,
fu_rad_intent,post_cancer_tx_radiation,,dropdown,Intent of Radiation,"1, Neoadjuvant or locally advanced (before surgery) | 2, Adjuvant (after surgery) | 3, Locally recurrent (recur after surgery) | 4, Palliative (symptom relief)",,,,,,,,,,,,
fu_rad_start,post_cancer_tx_radiation,,text,Start Date,,"Please enter dates using the following format: YYYY/MM/DD. If unknown, please enter 9999/99/99 (or if only a partial date is known, enter using the following format: YYYY/99/99 or YYYY/MM/99).",,,,,,,,,,,
fu_rad_stop,post_cancer_tx_radiation,,text,Stop Date,,"Please enter dates using the following format: YYYY/MM/DD. If unknown, please enter 9999/99/99 (or if only a partial date is known, enter using the following format: YYYY/99/99 or YYYY/MM/99).",,,,,,,,,,,
fu_rad_dose,post_cancer_tx_radiation,,text,Total Cumulative Dose,,Gy,,,,,,,,,,,
fu_rad_comm,post_cancer_tx_radiation,,notes,Comments,,,,,,,,,LH,,,,
fu_systemic_regimen,post_cancer_tx_systemic,"Enter multi-agent chemotherapy as one regimen (e.g. FOLFIRINOX or GemAbraxane).  If an agent is dropped during treatment, this should still be considered continuation of the same regimen.  Describe any known modifications in the comments below.  ",text,Sytemic Tx Regimen,,,,,,,,,,,,,
fu_systemic_start,post_cancer_tx_systemic,,text,Start Date,,"Please enter dates using the following format: YYYY/MM/DD. If unknown, please enter 9999/99/99 (or if only a partial date is known, enter using the following format: YYYY/99/99 or YYYY/MM/99).",,,,,,,,,,,
fu_systemic_stop,post_cancer_tx_systemic,,text,Stop Date,,"Please enter dates using the following format: YYYY/MM/DD. If unknown, please enter 9999/99/99 (or if only a partial date is known, enter using the following format: YYYY/99/99 or YYYY/MM/99).",,,,,,,,,,,
fu_systemic_bestresponse,post_cancer_tx_systemic,,dropdown,Best Response,"CR, Complete Response | PR, Partial Response | SD, Stable Disease | PD, Progressive Disease | Unk, Unknown",,,,,,,,,,,,
fu_systemic_pd,post_cancer_tx_systemic,,radio,Did the patient progress on this regimen?,"Yes, Yes | No, No",,,,,,,,RH,,,,
fu_systemic_pddate,post_cancer_tx_systemic,,text,Date of Progression,,"Please enter dates using the following format: YYYY/MM/DD. If unknown, please enter 9999/99/99 (or if only a partial date is known, enter using the following format: YYYY/99/99 or YYYY/MM/99).",,,,,[fu_systemic_pd] = 'Yes',,,,,,
fu_systemic_comm,post_cancer_tx_systemic,,notes,Comments,,,,,,,,,LH,,,,
deceased,end_of_study,Note: EOS is when a patient passes away or withdraws consent for follow-up.,radio,Is the subject deceased?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
death,end_of_study,,text,Date of Death,,,date_mdy,,,,[deceased] = 'Yes',y,,,,,
deathcause,end_of_study,,dropdown,Cause of Death,"1, Pancreatic Cancer | 2, Other",,,,,,[deceased] = 'Yes',y,,,,,
deathcause_other,end_of_study,,text,Cause of Death (non pancreatic cancer),,,,,,,[deathcause] = '2',y,,,,,
offstudy,end_of_study,,text,Off Study Date,,,date_mdy,,,,[deceased] = 'No',y,,,,,
offstudy_reason,end_of_study,,text,Reason Off Study,,,,,,,[deceased] = 'No',y,,,,,
eos_comm,end_of_study,,notes,Comments,,,,,,,,,LV,,,,
