Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
fgfr4_vaf_2,genomic_mutation2,,text,FGFR4_VAF,,,,,,,,,,,,,
fh_2,genomic_mutation2,,text,FH,,,,,,,,,,,,,
fh_vaf_2,genomic_mutation2,,text,FH_VAF,,,,,,,,,,,,,
fhit_2,genomic_mutation2,,text,FHIT,,,,,,,,,,,,,
fhit_vaf_2,genomic_mutation2,,text,FHIT_VAF,,,,,,,,,,,,,
flcn_2,genomic_mutation2,,text,FLCN,,,,,,,,,,,,,
flcn_vaf_2,genomic_mutation2,,text,FLCN_VAF,,,,,,,,,,,,,
flt1_2,genomic_mutation2,,text,FLT1,,,,,,,,,,,,,
flt1_vaf_2,genomic_mutation2,,text,FLT1_VAF,,,,,,,,,,,,,
flt3_2,genomic_mutation2,,text,FLT3,,,,,,,,,,,,,
flt3_vaf_2,genomic_mutation2,,text,FLT3_VAF,,,,,,,,,,,,,
flt4_2,genomic_mutation2,,text,FLT4,,,,,,,,,,,,,
flt4_vaf_2,genomic_mutation2,,text,FLT4_VAF,,,,,,,,,,,,,
flywc_2,genomic_mutation2,,text,FLYWC,,,,,,,,,,,,,
flywc_vaf_2,genomic_mutation2,,text,FLYWC_VAF,,,,,,,,,,,,,
flywch_2,genomic_mutation2,,text,FLYWCH,,,,,,,,,,,,,
flywch_vaf_2,genomic_mutation2,,text,FLYWCH_VAF,,,,,,,,,,,,,
flywch1_2,genomic_mutation2,,text,FLYWCH1,,,,,,,,,,,,,
flywch1_vaf_2,genomic_mutation2,,text,FLYWCH1_VAF,,,,,,,,,,,,,
foxl2_2,genomic_mutation2,,text,FOXL2,,,,,,,,,,,,,
foxl2_vaf_2,genomic_mutation2,,text,FOXL2_VAF,,,,,,,,,,,,,
foxo1_2,genomic_mutation2,,text,FOXO1,,,,,,,,,,,,,
foxo1_vaf_2,genomic_mutation2,,text,FOXO1_VAF,,,,,,,,,,,,,
foxo3_2,genomic_mutation2,,text,FOXO3,,,,,,,,,,,,,
foxo3_vaf_2,genomic_mutation2,,text,FOXO3_VAF,,,,,,,,,,,,,
foxp1_2,genomic_mutation2,,text,FOXP1,,,,,,,,,,,,,
foxp1_vaf_2,genomic_mutation2,,text,FOXP1_VAF,,,,,,,,,,,,,
fpha3_2,genomic_mutation2,,text,FPHA3,,,,,,,,,,,,,
fpha3_vaf_2,genomic_mutation2,,text,FPHA3_VAF,,,,,,,,,,,,,
frs2_2,genomic_mutation2,,text,FRS2,,,,,,,,,,,,,
frs2_vaf_2,genomic_mutation2,,text,FRS2_VAF,,,,,,,,,,,,,
fubp1_2,genomic_mutation2,,text,FUBP1,,,,,,,,,,,,,
fubp1_vaf_2,genomic_mutation2,,text,FUBP1_VAF,,,,,,,,,,,,,
gabra6_2,genomic_mutation2,,text,GABRA6,,,,,,,,,,,,,
gabra6_vaf_2,genomic_mutation2,,text,GABRA6_VAF,,,,,,,,,,,,,
gata1_2,genomic_mutation2,,text,GATA1,,,,,,,,,,,,,
gata1_vaf_2,genomic_mutation2,,text,GATA1_VAF,,,,,,,,,,,,,
gata2_2,genomic_mutation2,,text,GATA2,,,,,,,,,,,,,
gata2_vaf_2,genomic_mutation2,,text,GATA2_VAF,,,,,,,,,,,,,
gata3_2,genomic_mutation2,,text,GATA3,,,,,,,,,,,,,
gata3_vaf_2,genomic_mutation2,,text,GATA3_VAF,,,,,,,,,,,,,
gata4_2,genomic_mutation2,,text,GATA4,,,,,,,,,,,,,
gata4_vaf_2,genomic_mutation2,,text,GATA4_VAF,,,,,,,,,,,,,
gata6_2,genomic_mutation2,,text,GATA6,,,,,,,,,,,,,
gata6_vaf_2,genomic_mutation2,,text,GATA6_VAF,,,,,,,,,,,,,
gid4_2,genomic_mutation2,,text,GID4,,,,,,,,,,,,,
gid4_vaf_2,genomic_mutation2,,text,GID4_VAF,,,,,,,,,,,,,
gli1_2,genomic_mutation2,,text,GLI1,,,,,,,,,,,,,
gli1_vaf_2,genomic_mutation2,,text,GLI1_VAF,,,,,,,,,,,,,
gna11_2,genomic_mutation2,,text,GNA11,,,,,,,,,,,,,
gna11_vaf_2,genomic_mutation2,,text,GNA11_VAF,,,,,,,,,,,,,
gna12_2,genomic_mutation2,,text,GNA12,,,,,,,,,,,,,
gna12_vaf_2,genomic_mutation2,,text,GNA12_VAF,,,,,,,,,,,,,
gna13_2,genomic_mutation2,,text,GNA13,,,,,,,,,,,,,
gna13_vaf_2,genomic_mutation2,,text,GNA13_VAF,,,,,,,,,,,,,
gnaq_2,genomic_mutation2,,text,GNAQ,,,,,,,,,,,,,
gnaq_vaf_2,genomic_mutation2,,text,GNAQ_VAF,,,,,,,,,,,,,
gnas_2,genomic_mutation2,,text,GNAS,,,,,,,,,,,,,
gnas_vaf_2,genomic_mutation2,,text,GNAS_VAF,,,,,,,,,,,,,
gpr124_1_2,genomic_mutation2,,text,GPR124__1,,,,,,,,,,,,,
gpr124_1_vaf_2,genomic_mutation2,,text,GPR124__1_VAF,,,,,,,,,,,,,
gpr124_2,genomic_mutation2,,text,GPR124,,,,,,,,,,,,,
gpr124_vaf_2,genomic_mutation2,,text,GPR124_VAF,,,,,,,,,,,,,
grin2a_2,genomic_mutation2,,text,GRIN2A,,,,,,,,,,,,,
grin2a_vaf_2,genomic_mutation2,,text,GRIN2A_VAF,,,,,,,,,,,,,
grm3_2,genomic_mutation2,,text,GRM3,,,,,,,,,,,,,
grm3_vaf_2,genomic_mutation2,,text,GRM3_VAF,,,,,,,,,,,,,
gsk3b_2,genomic_mutation2,,text,GSK3B,,,,,,,,,,,,,
gsk3b_vaf_2,genomic_mutation2,,text,GSK3B_VAF,,,,,,,,,,,,,
gtse1_2,genomic_mutation2,,text,GTSE1,,,,,,,,,,,,,
gtse1_vaf_2,genomic_mutation2,,text,GTSE1_VAF,,,,,,,,,,,,,
h3f3a_2,genomic_mutation2,,text,H3F3A,,,,,,,,,,,,,
h3f3a_vaf_2,genomic_mutation2,,text,H3F3A_VAF,,,,,,,,,,,,,
hdac1_2,genomic_mutation2,,text,HDAC1,,,,,,,,,,,,,
hdac1_vaf_2,genomic_mutation2,,text,HDAC1_VAF,,,,,,,,,,,,,
hdac4_2,genomic_mutation2,,text,HDAC4,,,,,,,,,,,,,
hdac4_vaf_2,genomic_mutation2,,text,HDAC4_VAF,,,,,,,,,,,,,
hdac7_2,genomic_mutation2,,text,HDAC7,,,,,,,,,,,,,
hdac7_vaf_2,genomic_mutation2,,text,HDAC7_VAF,,,,,,,,,,,,,
hgf_2,genomic_mutation2,,text,HGF,,,,,,,,,,,,,
hgf_vaf_2,genomic_mutation2,,text,HGF_VAF,,,,,,,,,,,,,
hist1h1_2,genomic_mutation2,,text,HIST1H1,,,,,,,,,,,,,
hist1h1_vaf_2,genomic_mutation2,,text,HIST1H1_VAF,,,,,,,,,,,,,
hist1h1c_2,genomic_mutation2,,text,HIST1H1C,,,,,,,,,,,,,
hist1h1c_vaf_2,genomic_mutation2,,text,HIST1H1C_VAF,,,,,,,,,,,,,
hist1h1d_2,genomic_mutation2,,text,HIST1H1D,,,,,,,,,,,,,
hist1h1d_vaf_2,genomic_mutation2,,text,HIST1H1D_VAF,,,,,,,,,,,,,
hist1h1e_2,genomic_mutation2,,text,HIST1H1E,,,,,,,,,,,,,
hist1h1e_vaf_2,genomic_mutation2,,text,HIST1H1E_VAF,,,,,,,,,,,,,
hist1h2ac_2,genomic_mutation2,,text,HIST1H2AC,,,,,,,,,,,,,
hist1h2ac_vaf_2,genomic_mutation2,,text,HIST1H2AC_VAF,,,,,,,,,,,,,
hist1h2ag_2,genomic_mutation2,,text,HIST1H2AG,,,,,,,,,,,,,
hist1h2ag_vaf_2,genomic_mutation2,,text,HIST1H2AG_VAF,,,,,,,,,,,,,
hist1h2al_2,genomic_mutation2,,text,HIST1H2AL,,,,,,,,,,,,,
hist1h2al_vaf_2,genomic_mutation2,,text,HIST1H2AL_VAF,,,,,,,,,,,,,
hist1h2bc_2,genomic_mutation2,,text,HIST1H2BC,,,,,,,,,,,,,
hist1h2bc_vaf_2,genomic_mutation2,,text,HIST1H2BC_VAF,,,,,,,,,,,,,
hist1h2bj_2,genomic_mutation2,,text,HIST1H2BJ,,,,,,,,,,,,,
hist1h2bj_vaf_2,genomic_mutation2,,text,HIST1H2BJ_VAF,,,,,,,,,,,,,
hist1h2bk_2,genomic_mutation2,,text,HIST1H2BK,,,,,,,,,,,,,
hist1h2bk_vaf_2,genomic_mutation2,,text,HIST1H2BK_VAF,,,,,,,,,,,,,
hist1h2bo_2,genomic_mutation2,,text,HIST1H2BO,,,,,,,,,,,,,
hist1h2bo_vaf_2,genomic_mutation2,,text,HIST1H2BO_VAF,,,,,,,,,,,,,
hnf1a_2,genomic_mutation2,,text,HNF1A,,,,,,,,,,,,,
hnf1a_vaf_2,genomic_mutation2,,text,HNF1A_VAF,,,,,,,,,,,,,
hoxd11_2,genomic_mutation2,,text,HOXD11,,,,,,,,,,,,,
hoxd11_vaf_2,genomic_mutation2,,text,HOXD11_VAF,,,,,,,,,,,,,
hras_2,genomic_mutation2,,text,HRAS,,,,,,,,,,,,,
hras_vaf_2,genomic_mutation2,,text,HRAS_VAF,,,,,,,,,,,,,
hsd3b1_2,genomic_mutation2,,text,HSD3B1,,,,,,,,,,,,,
hsd3b1_vaf_2,genomic_mutation2,,text,HSD3B1_VAF,,,,,,,,,,,,,
hsp90aa1_2,genomic_mutation2,,text,HSP90AA1,,,,,,,,,,,,,
hsp90aa1_vaf_2,genomic_mutation2,,text,HSP90AA1_VAF,,,,,,,,,,,,,
ick_2,genomic_mutation2,,text,ICK,,,,,,,,,,,,,
ick_vaf_2,genomic_mutation2,,text,ICK_VAF,,,,,,,,,,,,,
id3_2,genomic_mutation2,,text,ID3,,,,,,,,,,,,,
id3_vaf_2,genomic_mutation2,,text,ID3_VAF,,,,,,,,,,,,,
idh1_2,genomic_mutation2,,text,IDH1,,,,,,,,,,,,,
idh1_vaf_2,genomic_mutation2,,text,IDH1_VAF,,,,,,,,,,,,,
idh2_2,genomic_mutation2,,text,IDH2,,,,,,,,,,,,,
idh2_vaf_2,genomic_mutation2,,text,IDH2_VAF,,,,,,,,,,,,,
ifnl3_2,genomic_mutation2,,text,IFNL3,,,,,,,,,,,,,
ifnl3_vaf_2,genomic_mutation2,,text,IFNL3_VAF,,,,,,,,,,,,,
igf1r_2,genomic_mutation2,,text,IGF1R,,,,,,,,,,,,,
igf1r_vaf_2,genomic_mutation2,,text,IGF1R_VAF,,,,,,,,,,,,,
igf2_2,genomic_mutation2,,text,IGF2,,,,,,,,,,,,,
igf2_vaf_2,genomic_mutation2,,text,IGF2_VAF,,,,,,,,,,,,,
ikbke_2,genomic_mutation2,,text,IKBKE,,,,,,,,,,,,,
ikbke_vaf_2,genomic_mutation2,,text,IKBKE_VAF,,,,,,,,,,,,,
ikzf1_2,genomic_mutation2,,text,IKZF1,,,,,,,,,,,,,
ikzf1_vaf_2,genomic_mutation2,,text,IKZF1_VAF,,,,,,,,,,,,,
ikzf2_2,genomic_mutation2,,text,IKZF2,,,,,,,,,,,,,
ikzf2_vaf_2,genomic_mutation2,,text,IKZF2_VAF,,,,,,,,,,,,,
ikzf3_2,genomic_mutation2,,text,IKZF3,,,,,,,,,,,,,
ikzf3_vaf_2,genomic_mutation2,,text,IKZF3_VAF,,,,,,,,,,,,,
il7r_2,genomic_mutation2,,text,IL7R,,,,,,,,,,,,,
il7r_vaf_2,genomic_mutation2,,text,IL7R_VAF,,,,,,,,,,,,,
in1ppo4fb4_2,genomic_mutation2,,text,IN1PPO4FB4,,,,,,,,,,,,,
in1ppo4fb4_vaf_2,genomic_mutation2,,text,IN1PPO4FB4_VAF,,,,,,,,,,,,,
inhba_2,genomic_mutation2,,text,INHBA,,,,,,,,,,,,,
inhba_vaf_2,genomic_mutation2,,text,INHBA_VAF,,,,,,,,,,,,,
inpp4b_2,genomic_mutation2,,text,INPP4B,,,,,,,,,,,,,
inpp4b_vaf_2,genomic_mutation2,,text,INPP4B_VAF,,,,,,,,,,,,,
inpp5d_2,genomic_mutation2,,text,INPP5D,,,,,,,,,,,,,
inpp5d_vaf_2,genomic_mutation2,,text,INPP5D_VAF,,,,,,,,,,,,,
irf1_2,genomic_mutation2,,text,IRF1,,,,,,,,,,,,,
irf1_vaf_2,genomic_mutation2,,text,IRF1_VAF,,,,,,,,,,,,,
irf2_2,genomic_mutation2,,text,IRF2,,,,,,,,,,,,,
irf2_vaf_2,genomic_mutation2,,text,IRF2_VAF,,,,,,,,,,,,,
irf4_2,genomic_mutation2,,text,IRF4,,,,,,,,,,,,,
irf4_vaf_2,genomic_mutation2,,text,IRF4_VAF,,,,,,,,,,,,,
irf8_2,genomic_mutation2,,text,IRF8,,,,,,,,,,,,,
irf8_vaf_2,genomic_mutation2,,text,IRF8_VAF,,,,,,,,,,,,,
irs2_2,genomic_mutation2,,text,IRS2,,,,,,,,,,,,,
irs2_vaf_2,genomic_mutation2,,text,IRS2_VAF,,,,,,,,,,,,,
jak1_2,genomic_mutation2,,text,JAK1,,,,,,,,,,,,,
jak1_vaf_2,genomic_mutation2,,text,JAK1_VAF,,,,,,,,,,,,,
jak2_2,genomic_mutation2,,text,JAK2,,,,,,,,,,,,,
jak2_vaf_2,genomic_mutation2,,text,JAK2_VAF,,,,,,,,,,,,,
jak3_2,genomic_mutation2,,text,JAK3,,,,,,,,,,,,,
jak3_vaf_2,genomic_mutation2,,text,JAK3_VAF,,,,,,,,,,,,,
jarid2_2,genomic_mutation2,,text,JARID2,,,,,,,,,,,,,
jarid2_vaf_2,genomic_mutation2,,text,JARID2_VAF,,,,,,,,,,,,,
jun_2,genomic_mutation2,,text,JUN,,,,,,,,,,,,,
jun_vaf_2,genomic_mutation2,,text,JUN_VAF,,,,,,,,,,,,,
kat6a_2,genomic_mutation2,,text,KAT6A,,,,,,,,,,,,,
kat6a_vaf_2,genomic_mutation2,,text,KAT6A_VAF,,,,,,,,,,,,,
kdm2b_2,genomic_mutation2,,text,KDM2B,,,,,,,,,,,,,
kdm2b_vaf_2,genomic_mutation2,,text,KDM2B_VAF,,,,,,,,,,,,,
kdm4c_2,genomic_mutation2,,text,KDM4C,,,,,,,,,,,,,
kdm4c_vaf_2,genomic_mutation2,,text,KDM4C_VAF,,,,,,,,,,,,,
kdm5a_2,genomic_mutation2,,text,KDM5A,,,,,,,,,,,,,
kdm5a_vaf_2,genomic_mutation2,,text,KDM5A_VAF,,,,,,,,,,,,,
kdm5c_2,genomic_mutation2,,text,KDM5C,,,,,,,,,,,,,
kdm5c_vaf_2,genomic_mutation2,,text,KDM5C_VAF,,,,,,,,,,,,,
kdm6a_2,genomic_mutation2,,text,KDM6A,,,,,,,,,,,,,
kdm6a_vaf_2,genomic_mutation2,,text,KDM6A_VAF,,,,,,,,,,,,,
kdr_2,genomic_mutation2,,text,KDR,,,,,,,,,,,,,
kdr_vaf_2,genomic_mutation2,,text,KDR_VAF,,,,,,,,,,,,,
keap1_2,genomic_mutation2,,text,KEAP1,,,,,,,,,,,,,
keap1_vaf_2,genomic_mutation2,,text,KEAP1_VAF,,,,,,,,,,,,,
kel_2,genomic_mutation2,,text,KEL,,,,,,,,,,,,,
kel_vaf_2,genomic_mutation2,,text,KEL_VAF,,,,,,,,,,,,,
kit_2,genomic_mutation2,,text,KIT,,,,,,,,,,,,,
kit_vaf_2,genomic_mutation2,,text,KIT_VAF,,,,,,,,,,,,,
klf4_2,genomic_mutation2,,text,KLF4,,,,,,,,,,,,,
klf4_vaf_2,genomic_mutation2,,text,KLF4_VAF,,,,,,,,,,,,,
klhl6_2,genomic_mutation2,,text,KLHL6,,,,,,,,,,,,,
klhl6_vaf_2,genomic_mutation2,,text,KLHL6_VAF,,,,,,,,,,,,,
kmt2a_2,genomic_mutation2,,text,KMT2A,,,,,,,,,,,,,
kmt2a_vaf_2,genomic_mutation2,,text,KMT2A_VAF,,,,,,,,,,,,,
kmt2amll_2,genomic_mutation2,,text,KMT2A.MLL.,,,,,,,,,,,,,
kmt2amll_vaf_2,genomic_mutation2,,text,KMT2AMLL_VAF,,,,,,,,,,,,,
kmt2b_2,genomic_mutation2,,text,KMT2B,,,,,,,,,,,,,
kmt2b_vaf_2,genomic_mutation2,,text,KMT2B_VAF,,,,,,,,,,,,,
kmt2c_2,genomic_mutation2,,text,KMT2C,,,,,,,,,,,,,
kmt2c_vaf_2,genomic_mutation2,,text,KMT2C_VAF,,,,,,,,,,,,,
kmt2d_2,genomic_mutation2,,text,KMT2D,,,,,,,,,,,,,
kmt2d_vaf_2,genomic_mutation2,,text,KMT2D_VAF,,,,,,,,,,,,,
kras_2,genomic_mutation2,,text,KRAS,,,,,,,,,,,,,
kras_vaf_2,genomic_mutation2,,text,KRAS_VAF,,,,,,,,,,,,,
lef1_2,genomic_mutation2,,text,LEF1,,,,,,,,,,,,,
lef1_vaf_2,genomic_mutation2,,text,LEF1_VAF,,,,,,,,,,,,,
lmo1_2,genomic_mutation2,,text,LMO1,,,,,,,,,,,,,
lmo1_vaf_2,genomic_mutation2,,text,LMO1_VAF,,,,,,,,,,,,,
lrp1b_2,genomic_mutation2,,text,LRP1B,,,,,,,,,,,,,
lrp1b_vaf_2,genomic_mutation2,,text,LRP1B_VAF,,,,,,,,,,,,,
lrrk2_2,genomic_mutation2,,text,LRRK2,,,,,,,,,,,,,
lrrk2_vaf_2,genomic_mutation2,,text,LRRK2_VAF,,,,,,,,,,,,,
ltk_2,genomic_mutation2,,text,LTK,,,,,,,,,,,,,
ltk_vaf_2,genomic_mutation2,,text,LTK_VAF,,,,,,,,,,,,,
lyn_2,genomic_mutation2,,text,LYN,,,,,,,,,,,,,
lyn_vaf_2,genomic_mutation2,,text,LYN_VAF,,,,,,,,,,,,,
lztr1_2,genomic_mutation2,,text,LZTR1,,,,,,,,,,,,,
lztr1_vaf_2,genomic_mutation2,,text,LZTR1_VAF,,,,,,,,,,,,,
maf_2,genomic_mutation2,,text,MAF,,,,,,,,,,,,,
maf_vaf_2,genomic_mutation2,,text,MAF_VAF,,,,,,,,,,,,,
mafb_2,genomic_mutation2,,text,MAFB,,,,,,,,,,,,,
mafb_vaf_2,genomic_mutation2,,text,MAFB_VAF,,,,,,,,,,,,,
maged1_2,genomic_mutation2,,text,MAGED1,,,,,,,,,,,,,
maged1_vaf_2,genomic_mutation2,,text,MAGED1_VAF,,,,,,,,,,,,,
magi2_2,genomic_mutation2,,text,MAGI2,,,,,,,,,,,,,
magi2_vaf_2,genomic_mutation2,,text,MAGI2_VAF,,,,,,,,,,,,,
malt1_2,genomic_mutation2,,text,MALT1,,,,,,,,,,,,,
malt1_vaf_2,genomic_mutation2,,text,MALT1_VAF,,,,,,,,,,,,,
maml2_2,genomic_mutation2,,text,MAML2,,,,,,,,,,,,,
maml2_vaf_2,genomic_mutation2,,text,MAML2_VAF,,,,,,,,,,,,,
map2k1_2,genomic_mutation2,,text,MAP2K1,,,,,,,,,,,,,
map2k1_vaf_2,genomic_mutation2,,text,MAP2K1_VAF,,,,,,,,,,,,,
map2k2_2,genomic_mutation2,,text,MAP2K2,,,,,,,,,,,,,
map2k2_vaf_2,genomic_mutation2,,text,MAP2K2_VAF,,,,,,,,,,,,,
map2k2mek2_2,genomic_mutation2,,text,MAP2K2.MEK2.,,,,,,,,,,,,,
map2k2mek2_vaf_2,genomic_mutation2,,text,MAP2K2MEK2_VAF,,,,,,,,,,,,,
map2k4_2,genomic_mutation2,,text,MAP2K4,,,,,,,,,,,,,
map2k4_vaf_2,genomic_mutation2,,text,MAP2K4_VAF,,,,,,,,,,,,,
map3k1_2,genomic_mutation2,,text,MAP3K1,,,,,,,,,,,,,
map3k1_vaf_2,genomic_mutation2,,text,MAP3K1_VAF,,,,,,,,,,,,,
map3k13_2,genomic_mutation2,,text,MAP3K13,,,,,,,,,,,,,
map3k13_vaf_2,genomic_mutation2,,text,MAP3K13_VAF,,,,,,,,,,,,,
map3k14_2,genomic_mutation2,,text,MAP3K14,,,,,,,,,,,,,
map3k14_vaf_2,genomic_mutation2,,text,MAP3K14_VAF,,,,,,,,,,,,,
map3k6_2,genomic_mutation2,,text,MAP3K6,,,,,,,,,,,,,
map3k6_vaf_2,genomic_mutation2,,text,MAP3K6_VAF,,,,,,,,,,,,,
map3k7_2,genomic_mutation2,,text,MAP3K7,,,,,,,,,,,,,
map3k7_vaf_2,genomic_mutation2,,text,MAP3K7_VAF,,,,,,,,,,,,,
mapk1_2,genomic_mutation2,,text,MAPK1,,,,,,,,,,,,,
mapk1_vaf_2,genomic_mutation2,,text,MAPK1_VAF,,,,,,,,,,,,,
mcl1_2,genomic_mutation2,,text,MCL1,,,,,,,,,,,,,
mcl1_vaf_2,genomic_mutation2,,text,MCL1_VAF,,,,,,,,,,,,,
mdm2_2,genomic_mutation2,,text,MDM2,,,,,,,,,,,,,
mdm2_vaf_2,genomic_mutation2,,text,MDM2_VAF,,,,,,,,,,,,,
mdm4_2,genomic_mutation2,,text,MDM4,,,,,,,,,,,,,
mdm4_vaf_2,genomic_mutation2,,text,MDM4_VAF,,,,,,,,,,,,,
med12_2,genomic_mutation2,,text,MED12,,,,,,,,,,,,,
med12_vaf_2,genomic_mutation2,,text,MED12_VAF,,,,,,,,,,,,,
mef2b_2,genomic_mutation2,,text,MEF2B,,,,,,,,,,,,,
mef2b_vaf_2,genomic_mutation2,,text,MEF2B_VAF,,,,,,,,,,,,,
mef2c_2,genomic_mutation2,,text,MEF2C,,,,,,,,,,,,,
mef2c_vaf_2,genomic_mutation2,,text,MEF2C_VAF,,,,,,,,,,,,,
men1_2,genomic_mutation2,,text,MEN1,,,,,,,,,,,,,
men1_vaf_2,genomic_mutation2,,text,MEN1_VAF,,,,,,,,,,,,,
mertk_2,genomic_mutation2,,text,MERTK,,,,,,,,,,,,,
mertk_vaf_2,genomic_mutation2,,text,MERTK_VAF,,,,,,,,,,,,,
met_2,genomic_mutation2,,text,MET,,,,,,,,,,,,,
met_vaf_2,genomic_mutation2,,text,MET_VAF,,,,,,,,,,,,,
mib1_2,genomic_mutation2,,text,MIB1,,,,,,,,,,,,,
mib1_vaf_2,genomic_mutation2,,text,MIB1_VAF,,,,,,,,,,,,,
mitf_2,genomic_mutation2,,text,MITF,,,,,,,,,,,,,
mitf_vaf_2,genomic_mutation2,,text,MITF_VAF,,,,,,,,,,,,,
mki67_2,genomic_mutation2,,text,MKI67,,,,,,,,,,,,,
mki67_vaf_2,genomic_mutation2,,text,MKI67_VAF,,,,,,,,,,,,,
mknk1_2,genomic_mutation2,,text,MKNK1,,,,,,,,,,,,,
mknk1_vaf_2,genomic_mutation2,,text,MKNK1_VAF,,,,,,,,,,,,,
mlh1_1_2,genomic_mutation2,,text,MLH1__1,,,,,,,,,,,,,
mlh1_1_vaf_2,genomic_mutation2,,text,MLH1__1_VAF,,,,,,,,,,,,,
mlh1_2,genomic_mutation2,,text,MLH1,,,,,,,,,,,,,
mlh1_vaf_2,genomic_mutation2,,text,MLH1_VAF,,,,,,,,,,,,,
mll_2,genomic_mutation2,,text,MLL,,,,,,,,,,,,,
mll_vaf_2,genomic_mutation2,,text,MLL_VAF,,,,,,,,,,,,,
mll2_2,genomic_mutation2,,text,MLL2,,,,,,,,,,,,,
mll2_vaf_2,genomic_mutation2,,text,MLL2_VAF,,,,,,,,,,,,,
mll3_2,genomic_mutation2,,text,MLL3,,,,,,,,,,,,,
mll3_vaf_2,genomic_mutation2,,text,MLL3_VAF,,,,,,,,,,,,,
mllt1_2,genomic_mutation2,,text,MLLT1,,,,,,,,,,,,,
mllt1_vaf_2,genomic_mutation2,,text,MLLT1_VAF,,,,,,,,,,,,,
mpl_2,genomic_mutation2,,text,MPL,,,,,,,,,,,,,
mpl_vaf_2,genomic_mutation2,,text,MPL_VAF,,,,,,,,,,,,,
mre11_2,genomic_mutation2,,text,MRE11,,,,,,,,,,,,,
mre11_vaf_2,genomic_mutation2,,text,MRE11_VAF,,,,,,,,,,,,,
mre11a_2,genomic_mutation2,,text,MRE11A,,,,,,,,,,,,,
mre11a_vaf_2,genomic_mutation2,,text,MRE11A_VAF,,,,,,,,,,,,,
msh2_2,genomic_mutation2,,text,MSH2,,,,,,,,,,,,,
msh2_vaf_2,genomic_mutation2,,text,MSH2_VAF,,,,,,,,,,,,,
msh3_2,genomic_mutation2,,text,MSH3,,,,,,,,,,,,,
msh3_vaf_2,genomic_mutation2,,text,MSH3_VAF,,,,,,,,,,,,,
msh6_2,genomic_mutation2,,text,MSH6,,,,,,,,,,,,,
msh6_vaf_2,genomic_mutation2,,text,MSH6_VAF,,,,,,,,,,,,,
mst1r_2,genomic_mutation2,,text,MST1R,,,,,,,,,,,,,
mst1r_vaf_2,genomic_mutation2,,text,MST1R_VAF,,,,,,,,,,,,,
mtap_2,genomic_mutation2,,text,MTAP,,,,,,,,,,,,,
mtap_vaf_2,genomic_mutation2,,text,MTAP_VAF,,,,,,,,,,,,,
mtor_2,genomic_mutation2,,text,MTOR,,,,,,,,,,,,,
mtor_vaf_2,genomic_mutation2,,text,MTOR_VAF,,,,,,,,,,,,,
mutyh_2,genomic_mutation2,,text,MUTYH,,,,,,,,,,,,,
mutyh_vaf_2,genomic_mutation2,,text,MUTYH_VAF,,,,,,,,,,,,,
myb_2,genomic_mutation2,,text,MYB,,,,,,,,,,,,,
myb_vaf_2,genomic_mutation2,,text,MYB_VAF,,,,,,,,,,,,,
myc_2,genomic_mutation2,,text,MYC,,,,,,,,,,,,,
myc_vaf_2,genomic_mutation2,,text,MYC_VAF,,,,,,,,,,,,,
mycl_2,genomic_mutation2,,text,MYCL,,,,,,,,,,,,,
mycl_vaf_2,genomic_mutation2,,text,MYCL_VAF,,,,,,,,,,,,,
mycl1_2,genomic_mutation2,,text,MYCL1,,,,,,,,,,,,,
mycl1_vaf_2,genomic_mutation2,,text,MYCL1_VAF,,,,,,,,,,,,,
mycn_2,genomic_mutation2,,text,MYCN,,,,,,,,,,,,,
mycn_vaf_2,genomic_mutation2,,text,MYCN_VAF,,,,,,,,,,,,,
myd88_2,genomic_mutation2,,text,MYD88,,,,,,,,,,,,,
myd88_vaf_2,genomic_mutation2,,text,MYD88_VAF,,,,,,,,,,,,,
myo18_2,genomic_mutation2,,text,MYO18,,,,,,,,,,,,,
myo18_vaf_2,genomic_mutation2,,text,MYO18_VAF,,,,,,,,,,,,,
myo18a_2,genomic_mutation2,,text,MYO18A,,,,,,,,,,,,,
myo18a_vaf_2,genomic_mutation2,,text,MYO18A_VAF,,,,,,,,,,,,,
myst3_2,genomic_mutation2,,text,MYST3,,,,,,,,,,,,,
myst3_vaf_2,genomic_mutation2,,text,MYST3_VAF,,,,,,,,,,,,,
na_2,genomic_mutation2,,text,NA,,,,,,,,,,,,,
na_vaf_2,genomic_mutation2,,text,NA_VAF,,,,,,,,,,,,,
nbn_2,genomic_mutation2,,text,NBN,,,,,,,,,,,,,
nbn_vaf_2,genomic_mutation2,,text,NBN_VAF,,,,,,,,,,,,,
ncor1_2,genomic_mutation2,,text,NCOR1,,,,,,,,,,,,,
ncor1_vaf_2,genomic_mutation2,,text,NCOR1_VAF,,,,,,,,,,,,,
ncor2_2,genomic_mutation2,,text,NCOR2,,,,,,,,,,,,,
ncor2_vaf_2,genomic_mutation2,,text,NCOR2_VAF,,,,,,,,,,,,,
ncstn_2,genomic_mutation2,,text,NCSTN,,,,,,,,,,,,,
ncstn_vaf_2,genomic_mutation2,,text,NCSTN_VAF,,,,,,,,,,,,,
